sitename,source,listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,apartment_size,amenities,property_image
killam.com,https://killamreit.com/apartments/halifax-ns/quinpool-court,Quinpool Court,Quinpool Court,-1,"2155 & 2225 Monastery Lane, Halifax B4C 3W6",-1,-1,-1,$2395,-1,2,1,766 Ft2,"Heat Included, Hot Water Included, Dog Friendly, Cat Friendly, Laundry (In Building), Underground / Parking Garage, Security, Solar Panel","http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCKitchen_0.jpg?itok=AsaoP-kk, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCKitchencloseup_1.jpg?itok=O3Uq1C_C, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCKitchenLiving_1.jpg?itok=6DQbwL0R, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCKitchenLivingRoom.jpg?itok=c5q_CJKE, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCBathroom_0.jpg?itok=1P_xjqq9, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCDining.jpg?itok=KY0f5OGi, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QClivingroom.jpg?itok=K1M2xZJP, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCBedroom_0.jpg?itok=ZlINlbsB, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QCBedroom2.jpg?itok=9mw9l7rJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qt1.jpg?itok=MKxPWRXI, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qt2.jpg?itok=XSEbGkmI, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qt3.jpg?itok=kHBYSInp, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/SGTKitchen_0.jpg?itok=iULM0CeZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qt4.jpg?itok=QonYVdK6, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qt5.jpg?itok=E7TYeVWv, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QuinpoolCourtCloseup_0.png?itok=oqBEpLFz, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QuinpoolCourt.png?itok=yhPrcM_K, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QuinpoolCourtBikeRack.png?itok=4DZW9-BV, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/Quinpoolcourtgarden.png?itok=NsEC_Kjc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/quinpoolcourtarea.jpg?itok=jYKuDPTO"
killam.com,https://killamreit.com/apartments/halifax-ns/quinpool-tower,Quinpool Tower,Quinpool Tower,-1,"2060 Quingate Place, Halifax B3L 4P7",-1,-1,-1,$2395,-1,2,1,792 Ft2,"Heat Included, Hot Water Included, Cat Friendly, Laundry (In Building), Underground / Parking Garage, Fitness Gym, Elevator, Storage Space, Common / Social Room","http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTexteriorcloseup.png?itok=r9TebDA1, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTexterior.png?itok=NE0NtYYZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTentrance.png?itok=LvNdRx3o, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2719.jpg?itok=v4rHDyQ0, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2717.jpg?itok=vuhOXG8C, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2714.jpg?itok=6DCggJ5p, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2710.jpg?itok=FcsHmGxN, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2724.jpg?itok=V9XyCz1Y, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2746.jpg?itok=oMjtRRA0, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2733.jpg?itok=WtHQ9KO9, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qtgym_1.png?itok=5-d3tRwr, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTgymequip.png?itok=28-iQYk_, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomkitchencloseup.png?itok=ZGyZwu6p, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomkitchen.png?itok=kADWGd_U, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomview3.png?itok=bOH7aE49, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTCommonRoomView2.png?itok=o6rSlPe1, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTCommonRoomView.png?itok=i9QwvYvJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTnewgym.png?itok=4pDXTc10"
killam.com,https://killamreit.com/apartments/halifax-ns/quinpool-tower,Quinpool Tower,Quinpool Tower,-1,"2060 Quingate Place, Halifax B3L 4P7",-1,-1,-1,$2495,-1,2,1,792 Ft2,"Heat Included, Hot Water Included, Cat Friendly, Laundry (In Building), Underground / Parking Garage, Fitness Gym, Elevator, Storage Space, Common / Social Room","http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTexteriorcloseup.png?itok=r9TebDA1, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTexterior.png?itok=NE0NtYYZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTentrance.png?itok=LvNdRx3o, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2719.jpg?itok=v4rHDyQ0, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2717.jpg?itok=vuhOXG8C, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2714.jpg?itok=6DCggJ5p, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2710.jpg?itok=FcsHmGxN, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2724.jpg?itok=V9XyCz1Y, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2746.jpg?itok=oMjtRRA0, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP2733.jpg?itok=WtHQ9KO9, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/qtgym_1.png?itok=5-d3tRwr, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTgymequip.png?itok=28-iQYk_, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomkitchencloseup.png?itok=ZGyZwu6p, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomkitchen.png?itok=kADWGd_U, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTcommonroomview3.png?itok=bOH7aE49, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTCommonRoomView2.png?itok=o6rSlPe1, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTCommonRoomView.png?itok=i9QwvYvJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/property-images/QTnewgym.png?itok=4pDXTc10"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,0,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,2,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,2,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,2,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,2,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,2,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,3,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/159-radcliffe,159 Radcliffe,159 Radcliffe,-1,"159 Radcliffe Drive, Halifax B3M 4K2",-1,-1,-1,-1,-1,3,-1,-1,"Heat Included, Hot Water Included, Laundry (In Building), Parking Lot, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/ONT/_KMP8774.jpg?itok=T7Oj1wMe, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8785.jpg?itok=vRtNAwTc, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8782.jpg?itok=ahzJWo2d, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8784.jpg?itok=qfwO8m-A, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8751.jpg?itok=4ed6Bsym, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8759up.jpg?itok=xd08xQbC, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP8752.jpg?itok=zF-narFJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4542.jpg?itok=_nhEVP86, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/_KMP4492.jpg?itok=VuFEvBKC"
killam.com,https://killamreit.com/apartments/halifax-ns/246-bedford-highway,246 Bedford Highway,246 Bedford Highway,-1,"246 Bedford Highway, Halifax B3M 4A9",-1,-1,-1,-1,-1,0,-1,-1,"Cat Friendly, Laundry (In Building), Elevator, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford1.png?itok=Y2NtCjUA, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford2.png?itok=slgW0sDD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-1.jpg?itok=URGD4knh, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-4.jpg?itok=7MF5xWMg, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-3.jpg?itok=yHo7S7nF, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-2.jpg?itok=Vk62W2FM, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-5.jpg?itok=Z-ofuZOZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-6.jpg?itok=GvKPsdip"
killam.com,https://killamreit.com/apartments/halifax-ns/246-bedford-highway,246 Bedford Highway,246 Bedford Highway,-1,"246 Bedford Highway, Halifax B3M 4A9",-1,-1,-1,-1,-1,1,-1,-1,"Cat Friendly, Laundry (In Building), Elevator, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford1.png?itok=Y2NtCjUA, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford2.png?itok=slgW0sDD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-1.jpg?itok=URGD4knh, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-4.jpg?itok=7MF5xWMg, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-3.jpg?itok=yHo7S7nF, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-2.jpg?itok=Vk62W2FM, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-5.jpg?itok=Z-ofuZOZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-6.jpg?itok=GvKPsdip"
killam.com,https://killamreit.com/apartments/halifax-ns/246-bedford-highway,246 Bedford Highway,246 Bedford Highway,-1,"246 Bedford Highway, Halifax B3M 4A9",-1,-1,-1,-1,-1,1,-1,-1,"Cat Friendly, Laundry (In Building), Elevator, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford1.png?itok=Y2NtCjUA, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford2.png?itok=slgW0sDD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-1.jpg?itok=URGD4knh, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-4.jpg?itok=7MF5xWMg, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-3.jpg?itok=yHo7S7nF, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-2.jpg?itok=Vk62W2FM, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-5.jpg?itok=Z-ofuZOZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-6.jpg?itok=GvKPsdip"
killam.com,https://killamreit.com/apartments/halifax-ns/246-bedford-highway,246 Bedford Highway,246 Bedford Highway,-1,"246 Bedford Highway, Halifax B3M 4A9",-1,-1,-1,-1,-1,1,-1,-1,"Cat Friendly, Laundry (In Building), Elevator, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford1.png?itok=Y2NtCjUA, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford2.png?itok=slgW0sDD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-1.jpg?itok=URGD4knh, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-4.jpg?itok=7MF5xWMg, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-3.jpg?itok=yHo7S7nF, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-2.jpg?itok=Vk62W2FM, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-5.jpg?itok=Z-ofuZOZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-6.jpg?itok=GvKPsdip"
killam.com,https://killamreit.com/apartments/halifax-ns/246-bedford-highway,246 Bedford Highway,246 Bedford Highway,-1,"246 Bedford Highway, Halifax B3M 4A9",-1,-1,-1,-1,-1,2,-1,-1,"Cat Friendly, Laundry (In Building), Elevator, Balcony, Security","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford1.png?itok=Y2NtCjUA, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/246Bedford2.png?itok=slgW0sDD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-1.jpg?itok=URGD4knh, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-4.jpg?itok=7MF5xWMg, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-3.jpg?itok=yHo7S7nF, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-2.jpg?itok=Vk62W2FM, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-5.jpg?itok=Z-ofuZOZ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/242BedfordHwy-6.jpg?itok=GvKPsdip"
killam.com,https://killamreit.com/apartments/halifax-ns/veronica-drive,Veronica Drive,Veronica Drive,-1,"33-41 Veronica Drive, Halifax B3N 3A4",-1,-1,-1,-1,-1,1,-1,-1,"Cat Friendly, Laundry (In Building), Parking Lot, Balcony","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica3.png?itok=6SLGlsEJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica1_0.png?itok=IhJwibfD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica2.png?itok=4r_P22Un, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/277137_2%20bdr%20kitchen.JPG?itok=zQdWdb3m, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/584604_2%20bedroom%20living%20room.JPG?itok=1l9p2s6t, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/467846_2%20BDR%20HALL.JPG?itok=uXgwDlP4"
killam.com,https://killamreit.com/apartments/halifax-ns/veronica-drive,Veronica Drive,Veronica Drive,-1,"33-41 Veronica Drive, Halifax B3N 3A4",-1,-1,-1,-1,-1,1,-1,-1,"Cat Friendly, Laundry (In Building), Parking Lot, Balcony","http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica3.png?itok=6SLGlsEJ, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica1_0.png?itok=IhJwibfD, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/Veronica2.png?itok=4r_P22Un, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/277137_2%20bdr%20kitchen.JPG?itok=zQdWdb3m, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/584604_2%20bedroom%20living%20room.JPG?itok=1l9p2s6t, http://killamreit.com/sites/default/files/styles/property_page_hero/public/Hero%20Shots/NS/467846_2%20BDR%20HALL.JPG?itok=uXgwDlP4"
